GVOG	num_proteins_in_GVOG	Mean_Length	consensus_NCVOG	NCVOG_descs	consensus_NOGs	nog_descs	nog_categories	consensus_pfams	pfam_descs
GVOG02058	5	197	no_annot	no_annotation	2RTQ9 | 2SWNJ | 2SXF4 | 2SC0J	Trypsin Inhibitor like cysteine rich domain | Trypsin Inhibitor like cysteine rich domain | Trypsin Inhibitor like cysteine rich domain | Trypsin Inhibitor like cysteine rich domain	S	PF01826	; TIL; Trypsin Inhibitor like cysteine rich domain
GVOG09155	5	369	NCVOG0330	RING-finger-containing E3 ubiquitin ligase	2SEC9 | 2SC5Q | 2SGS0 | KOG4638 | 2SFHS | KOG3364 | KOG4628 | 2SGET | KOG0827 | KOG0802 | 2SW0H | KOG0800 | 2SZ08	RING-type zinc-finger | unknown | Ring finger domain | protein ubiquitination | Zinc finger, C3HC4 type (RING finger) | mitochondrial fission | protein modification by small protein conjugation or removal | RING-like zinc finger | negative regulation of interferon-beta production | protein polyubiquitination | RING-H2 zinc finger domain | ubiquitin-protein transferase activity | Ring finger domain	A | S | O	PF13639	RING; zf-RING_2; Ring finger domain
GVOG00511	5	116	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG02579	5	418	NCVOG4662	uncharacterized protein	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG02714	5	83	NCVOG2747	uncharacterized protein	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG02615	5	82	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG11720	5	371	NCVOG4494	leucine-rich repeat protein	2RMH3 | 2SGTC | 2QUME | 2S82M | 2QUUC | 2QR3N | 2R5E1 | 2SHRJ | 2SEUY | 2QU90 | 2RVJY | 2SJXN | 2RRGN | 2SBCV | 2QPYS | 2SGSX | 2SYY0 | 2QPWI | 2SD6T | 2T312 | 2RTKB | 2QU6E | 2QTD8 | 2SUHE | 2QSU9 | 2QUTS | 2T0IF | KOG1259 | 2QTZV | 2SJN0 | 2S4YE | 2QTPG | 2SWK1 | 2SJ5P | 2QVPY | 2RTJ3 | 2QRFU | 2QVSR | 2THGY | 2S0UU | 2SMBI | KOG4111 | 2QUAH | 2S07K | 2RRJF | 2QTN0 | KOG4579 | 2R2G4 | 2SHNH | 2QSN5 | KOG3207 | 2QQCM | 2QUB0 | KOG0617 | 2QU7G | 2QSFF | 2RUDD | 2RSAY | 2QPZR | 2QQ8K | 2SXNR | 2SP22 | 2QQCK | 2QTEF | 2R6PB | 2SJU3 | 2QPUR | 2QSBF | 2QT49 | 2QQYD | 2QSSA | 2RIUZ | 2R8IP | 2QWQH | 2QUW9 | 2QSZ3 | 2RXBX | 2RRM1 | 2QQRQ | 2QR5S | 2RRRP | 2QRHD | 2QT4D | 2RR9V | 2QVXM | 2QS0B | 2QQNY | KOG0473 | 2R1RM | 2SMCK | 2QVKB | 2QWQJ | 2SW5V | 2RAVK | 2QSNG | 2SKW6 | 2QQFB | 2QQJE | KOG4237 | 2QQBZ | 2SPJY | 2RVTC | 2QXPR | 2QUIV | 2SDT2 | 2RX6R | KOG4576 | 2QTHH | 2SHH4 | 2SKQ2 | KOG4606 | 2QQ5C | KOG0531 | 2RVIE | 2QS1K | 2QWDS | arCOG06769 | 2SNBP | 2QS9V | 2SX2U | 2QW9B | 2QV35 | 2SIPS | 2SB67 | 2S7Z9 | 2RJZE | 2SKMU | 2QTJQ | 2S9FH | 2RWC9 | 2TAZA | 2QU0U | 2SKMG | 2R41B | 2QQXY | 2T3HV | 2QVR7 | 2SI7S | 2QTTB | COG4072 | 2S529 | 2QQH6 | 2QQEU | 2QWQ1 | 2T06V | 2QWPX | 2QV42 | 2QZF5 | 2R50J | 2SJ84 | 2QR50 | 2SBHV | 2SIPG | KOG0618 | 2SJIN | 2R8UW | 2QTFC | 2QWF1 | 2S853 | 2SKP6 | 2QTEP | 2QT84 | 2R670 | 2QUCK | 2S8MQ | 2T2UX | 2QYMU | 2QUVV | 2QQ5H | 2QZTX | 2SH7P | 2QRRF | KOG4756 | 2RRIH | 2RRAY | 2QW5Y | 2SGV1 | 2TKYI | 2RRST | 2SMEK | KOG1859 | 2RYF6 | 2S13I | 2S1ZQ | 2QRQP | 2SWAP | 2RRAJ | 2R6XD | 2RZBH | 2QQH1 | 2RYI4 | 2QVWS | 2QV5Y | 2RFYK | 2SPSZ | 2R28J | 2R4ZC | 2SIN4 | 2SHHT | 2SFJH | 2QTY2 | 2R43I | 2SKPT | KOG0532 | 2QTCQ | 2SX8V | 2SGKV | 2SKR3 | 2QTFK | 2QRP1 | 2QW02 | 2STD8 | 2QTGH | 2QQD2 | 2QPVY | 2QSXD | 2QSHG | 2QRK1 | 2SK9Z | 2T1S9 | 2QVB6 | 2QWBN | 2R960 | KOG3395 | 2QV80 | 2QRD1 | 2QT13 | 2SHV4 | 2QUNV | 2QSZ9 | 2QYY5 | 2QRF8 | 2QYCG | 2QQ7B | 2SIHN | 2QWEA | 2QSF1 | KOG4194 | 2SDB3 | 2QUCU | 2QVTY | 2QUKN | 2R4BG | 2QQCZ | 2SKI8 | 2QR4S | 2QQ6J | 2QSB0 | 2SWDE | 2T3AG | 2SW4J | 2QUMP | 2SU68 | 2RN1E | 2SWIM | 2SNYP | 2RUWS | 2QSRW | KOG4658 | 2QTHE | 2QVI9 | 2QPJ2 | 2R8ZZ | 2QRS8 | 2QQXQ | 2QQPW | 2S6NQ | 2QRJ8 | 2QTF1 | 2SYYP | 2S47T | 2T01K | 2RUMJ | 2S3FC | 2QRF2 | 2QVBR | 2SZ4P | 2QPT1 | 2RUTG | 2QPTD | 2QSPP | 2QR8F | 2SCZU | 2RSK8 | 2QVUQ | 2QR6C | KOG3284 | 2RZ28 | 2TN9S | 2QQ4T | 2SKIH | 2SXTS | 2SHY3 | 2QTQY | 2SKZA | KOG3286 | 2S3S0 | 2QQVC | 2RZ05 | 2SCN3 | 2S56P | 2RR7W | 2SUNR | 2SGEV | 2SIP6 | KOG0444 | 2QVM7 | 2QS4J | 2T9KM | KOG4641 | 2QPQ4 | 2RW0K | 2T11S | 2QSSB | 2SIQJ | 2SXKN | 2T1B9 | 2SHZ2 | 2QQ9G | 2RZTN | 2RRDQ | 2SXU5 | 2S9V5 | 2T24U | 2SHV2 | 2S8PY | 2SAJ4 | 2RWWJ | 2T4Q8 | 2RVAX | KOG0472 | 2SK69	Protein tyrosine kinase | Protein tyrosine kinase | protein serine/threonine kinase activity | Leucine Rich Repeat | inactive leucine-rich repeat receptor-like protein kinase | transmembrane receptor protein serine/threonine kinase activity | Leucine rich repeat N-terminal domain | NB-ARC domain | ATPases associated with a variety of cellular activities | Leucine rich repeat N-terminal domain | unknown | unknown | Leucine Rich Repeat | unknown | protein serine/threonine kinase activity | Leucine rich repeat | Pfam:Arch_ATPase | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | Toll - interleukin 1 - resistance | unknown | Leucine rich repeat | ADP binding | structural constituent of cell wall | NB-ARC domain | Leucine rich repeat N-terminal domain | Contains the following InterPro domains Protein of | Leucine rich repeats (6 copies) | norepinephrine secretion | Leucine rich repeat N-terminal domain | protein kinase activity | unknown | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | Toll - interleukin 1 - resistance | Protein tyrosine kinase | endosperm development | Leucine rich repeat | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | Leucine rich repeat | Leucine Rich Repeat | Leucine-rich repeats, outliers | unknown | protein import into mitochondrial outer membrane | protein serine/threonine kinase activity | regulation of response to stimulus | Toll - interleukin 1 - resistance | Leucine rich repeat N-terminal domain | Leucine rich repeat | Leucine rich repeat N-terminal domain | unknown | protein serine/threonine kinase activity | post-chaperonin tubulin folding pathway | defense response to nematode | protein serine/threonine kinase activity | positive regulation of cell-substrate adhesion | protein kinase activity | protein kinase activity | Leucine rich repeat N-terminal domain | unknown | transmembrane receptor protein serine/threonine kinase activity | unknown | NB-ARC domain | unknown | cellulose biosynthetic process | protein kinase activity | Transmembrane protein. Source PGD | Carbohydrate-binding protein of the ER | Leucine-rich repeat receptor-like protein kinase | protein serine/threonine kinase activity | unknown | protein serine/threonine kinase activity | disease resistance | unknown | Toll - interleukin 1 - resistance | Ethylene-responsive protein kinase Le-CTR1 | protein serine/threonine kinase activity | Protein tyrosine kinase | Protein tyrosine kinase | Toll - interleukin 1 - resistance | regulation of meristem growth | protein serine/threonine kinase activity | Leucine rich repeat N-terminal domain | transmembrane receptor protein serine/threonine kinase activity | Leucine rich repeat | unknown | LRR receptor-like serine threonine-protein kinase | Protein tyrosine kinase | Leucine rich repeat N-terminal domain | Leucine rich repeat | regulation of response to stimulus | Leucine Rich Repeat | Protein tyrosine kinase | Leucine rich repeat N-terminal domain | unknown | unknown | Leucine Rich Repeat | Leucine rich repeat N-terminal domain | protein serine/threonine kinase activity | ADP binding | corticospinal neuron axon guidance through spinal cord | proepicardium cell migration involved in pericardium morphogenesis | unknown | unknown | regulation of meristem growth | jasmonic acid and ethylene-dependent systemic resistance | Toll - interleukin 1 - resistance | regulation of response to stimulus | sulfite oxidase | positive regulation of axonogenesis | plant-type hypersensitive response | Leucine rich repeat N-terminal domain | positive regulation of triglyceride biosynthetic process | Protein tyrosine kinase | axoneme assembly | unknown | phloem transport | fibroblast growth factor receptor binding | Ras of Complex, Roc, domain of DAPkinase | Leucine Rich Repeat | Leucine rich repeat N-terminal domain | Toll - interleukin 1 - resistance | protein serine/threonine kinase activity | Leucine rich repeat N-terminal domain | NB-ARC domain | unknown | unknown | Di-glucose binding within endoplasmic reticulum | Leucine Rich Repeat | transmembrane receptor protein serine/threonine kinase activity | unknown | Leucine Rich Repeat | Leucine rich repeat | transmembrane receptor protein serine/threonine kinase activity | Leucine Rich Repeat | plant-type hypersensitive response | transmembrane receptor protein serine/threonine kinase activity | unknown | Leucine rich repeat N-terminal domain | ADP binding | defense response by callose deposition in cell wall | Protein of unknown function C-terminal (DUF3324) | regulation of response to stimulus | protein serine/threonine kinase activity | root meristem growth | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | NB-ARC domain | regulation of response to stimulus | Leucine rich repeat N-terminal domain | unknown | Leucine Rich Repeat | Leucine rich repeat N-terminal domain | Protein tyrosine kinase | Leucine-rich repeats, outliers | receptor serine/threonine kinase binding | cAMP biosynthetic process | Arabidopsis broad-spectrum mildew resistance protein RPW8 | Legume lectin domain | protein serine/threonine kinase activity | protein kinase activity | unknown | Leucine rich repeat N-terminal domain | stomatal complex morphogenesis | protein kinase activity | Leucine rich repeat | Protein tyrosine kinase | unknown | unknown | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | grooming behavior | ATP binding | linear vestibuloocular reflex | unknown | protein kinase activity | structural constituent of ribosome | regulation of response to stimulus | Leucine rich repeat | protein serine/threonine kinase activity | unknown | Leucine Rich Repeat | Leucine rich repeat N-terminal domain | unknown | protein kinase binding | Wound-induced protein WI12 | unknown | Leucine-rich repeats, outliers | polygalacturonase inhibitor activity | Leucine-rich repeats, outliers | regulation of response to stimulus | Leucine rich repeat N-terminal domain | regulation of response to stimulus | protein kinase activity | EF-hand, calcium binding motif | protein serine/threonine kinase activity | guanylate cyclase activity | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | unknown | Leucine Rich Repeat | Leucine rich repeat N-terminal domain | Protein tyrosine kinase | Leucine rich repeat N-terminal domain | unknown | Leucine rich repeat | Protein tyrosine kinase | unknown | negative regulation of T cell migration | Leucine Rich Repeat | Toll - interleukin 1 - resistance | unknown | TIR domain | protein kinase activity | protein phosphorylation | transmembrane receptor protein tyrosine kinase activity | unknown | Leucine rich repeat N-terminal domain | cell wall organization | Leucine rich repeat N-terminal domain | unknown | radial axis specification | Protein tyrosine kinase | TIR domain | ankyrin repeats | protein kinase activity | protein kinase activity | regulation of response to stimulus | negative regulation of transcription elongation from RNA polymerase II promoter | regulation of response to stimulus | specification of plant organ axis polarity | protein kinase activity | Protein tyrosine kinase | Leucine rich repeat | transmembrane receptor protein serine/threonine kinase activity | positive regulation of synapse assembly | positive regulation of seed germination | unknown | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | Leucine rich repeat N-terminal domain | Leucine rich repeat N-terminal domain | protein kinase activity | otolith morphogenesis | unknown | Protein tyrosine kinase | unknown | protein serine/threonine kinase activity | unknown | protein serine/threonine kinase activity | regulation of response to stimulus | protein kinase activity | R3H-associated N-terminal domain | leucine-rich repeat extensin-like protein | Leucine Rich Repeat | unknown | unknown | Leucine rich repeat | Leucine Rich Repeat | unknown | unknown | Leucine-rich repeats, outliers | unknown | procambium histogenesis | ADP binding | protein kinase activity | jasmonic acid and ethylene-dependent systemic resistance | transmembrane receptor protein serine/threonine kinase activity | protein serine/threonine kinase activity | protein kinase activity | positive regulation of synapse assembly | protein serine/threonine kinase activity | Ethylene-responsive protein kinase Le-CTR1 | protein kinase activity | protein kinase activity | Leucine Rich Repeat | Toll - interleukin 1 - resistance | unknown | Leucine Rich repeat | Protein kinase C conserved region 2 (CalB) | detection of brassinosteroid stimulus | unknown | unknown | protein serine/threonine kinase activity | unknown | protein serine/threonine kinase activity | Protein tyrosine kinase | transmembrane receptor protein serine/threonine kinase activity | Fungal-type cellulose-binding domain | Protein tyrosine kinase | axonal fasciculation | positive regulation of synapse assembly | protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway | Leucine rich repeat | regulation of response to stimulus | regulation of floral meristem growth | Protein tyrosine kinase | unknown | unknown | pH reduction | unknown | thioredoxin-disulfide reductase activity | regulation of response to stimulus | Protein tyrosine kinase | unknown | unknown | regulation of response to stimulus | unknown | ADP binding | unknown | Toll - interleukin 1 - resistance | actin filament severing | transmembrane receptor protein serine/threonine kinase activity | protein serine/threonine kinase activity | Leucine rich repeat | MyD88-dependent toll-like receptor signaling pathway | Belongs to the protein kinase superfamily. Ser Thr protein kinase family | unknown | unknown | receptor serine/threonine kinase binding | unknown | unknown | unknown | Transmembrane protein. Source PGD | protein kinase activity | regulation of vegetative phase change | Leucine rich repeat | Leucine rich repeats (6 copies) | unknown | unknown | Leucine rich repeat N-terminal domain | Leucine-rich repeats, outliers | unknown | unknown | unknown | Leucine Rich Repeat | Leucine-rich repeats, outliers | Polygalacturonase inhibitor	E | KLT | M | S | U | A | P | O | T | L | I | G | K | Z	PF12799 | PF13855	LRR; LRR_4; Leucine Rich repeats (2 copies) | LRR; LRR_8; Leucine rich repeat
GVOG03853	5	175	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG08828	5	545	no_annot	no_annotation	30REM | 2T06H | 30JSD | 32V37 | 30IER | 30IES | 2ZAR2 | 2S2RZ	unknown | Domain of unknown function (DUF4116) | Domain of unknown function (DUF4116) | Domain of unknown function (DUF4116) | Domain of unknown function (DUF4116) | Domain of unknown function (DUF4116) | unknown | Domain of unknown function (DUF4116)	S	PF13475	; DUF4116; Domain of unknown function (DUF4116)
GVOG14173	5	141	NCVOG0317	Thioredoxin	KOG4277 | arCOG01972 | KOG0912 | KOG0191 | KOG1731 | KOG0190	peptidyl-cysteine oxidation | Thioredoxin | cell redox homeostasis | cell redox homeostasis | thiol oxidase activity | intramolecular oxidoreductase activity, transposing S-S bonds	CO | O	PF00085	Thioredoxin; Thioredoxin; Thioredoxin
GVOG02212	5	85	NCVOG5009	uncharacterized protein	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG04761	5	209	NCVOG2792	uncharacterized protein	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG09976	5	365	no_annot	no_annotation	2SGDM | 2R2N2 | 2SFB0 | 2QV6Y | KOG3567 | 2SEIA | arCOG03561 | 2SAFA | KOG4659 | KOG2177 | COG4733 | 2R1DI | 2QR9M | 2QQTE | arCOG03563 | COG3386	NHL repeat | unknown | unknown | SMP-30/Gluconolaconase/LRE-like region | peptidylamidoglycolate lyase activity | BTB/POZ domain | PFAM NHL repeat containing protein | unknown | self proteolysis | zinc ion binding | cellulase activity | SMP-30/Gluconolaconase/LRE-like region | unknown | unknown | NHL repeat containing protein | PFAM SMP-30 Gluconolaconase	IQ | S | P | O | G | OU	PF08450 | PF01436	Beta_propeller; SGL; SMP-30/Gluconolactonase/LRE-like region | Beta_propeller; NHL; NHL repeat
GVOG09913	5	218	NCVOG0231	MORN repeat proteins and some others	33CTH	MORN repeat variant	S	PF07661	MORN; MORN_2; MORN repeat variant
GVOG08201	5	68	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG05673	5	256	no_annot	no_annotation	2SWB1 | 2S5F4	unknown | unknown	S	no_annot	no_annote
GVOG06071	5	107	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG06502	5	181	NCVOG0765	uncharacterized protein	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG02848	5	77	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG00458	5	71	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG08502	5	393	NCVOG0287 | NCVOG0288	Serine/Threonine protein kinase | Serine/Threonine protein kinase	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG00474	5	172	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG06598	5	792	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG00761	5	169	no_annot	no_annotation	no_annot	no_annote	no_annote	no_annot	no_annote
GVOG10582	5	214	no_annot	no_annotation	COG2940	SET domain	K	PF00856	; SET; SET domain
GVOG06756	5	1708	no_annot	no_annotation	arCOG01411 | 2SDT9 | COG0297 | COG4641 | arCOG01407 | arCOG01420 | arCOG01417 | arCOG01410 | arCOG01403	PFAM Glycosyl transferases group 1 | Glycosyl transferases group 1 | glycogen (starch) synthase activity | Protein conserved in bacteria | COG0438 Glycosyltransferase | PFAM Glycosyl transferase, group 1 | PFAM Glycosyl transferase, group 1 | Glycosyltransferase | PFAM Glycosyl transferase, group 1	M | G	PF13692 | PF00534	GT-B; Glyco_trans_1_4; Glycosyl transferases group 1 | GT-B; Glycos_transf_1; Glycosyl transferases group 1
