LBYQ01000006.1_13	f6d459b0ffac2bf5365b431bf1942f2e	118	Pfam	PF18924	Protein of unknown function (DUF5674)	7	103	7.1E-23	T	10-07-2023	IPR043731	Protein of unknown function DUF5674
LBYQ01000005.1_8	d247411a6bd13691b1f8ab10f40b024f	211	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	1	61	1.5E-5	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
LBYQ01000005.1_8	d247411a6bd13691b1f8ab10f40b024f	211	Gene3D	G3DSA:6.10.250.3100	-	63	113	1.2E-5	T	10-07-2023	-	-
LBYQ01000005.1_8	d247411a6bd13691b1f8ab10f40b024f	211	Pfam	PF08484	C-methyltransferase C-terminal domain	50	205	3.3E-51	T	10-07-2023	IPR013691	C-methyltransferase
LBYQ01000009.1_2	4def6b7d4b4bab314a25d9099255f428	476	Pfam	PF13231	Dolichyl-phosphate-mannose-protein mannosyltransferase	69	223	1.8E-7	T	10-07-2023	IPR038731	Glycosyltransferase RgtA/B/C/D-like
LBYQ01000001.1_35	9c5f645044ec69d7d214955050445e0d	283	CDD	cd07731	ComA-like_MBL-fold	35	213	1.94458E-47	T	10-07-2023	IPR035681	ComA-like, MBL domain
LBYQ01000001.1_35	9c5f645044ec69d7d214955050445e0d	283	Gene3D	G3DSA:3.60.15.10	-	31	281	1.5E-56	T	10-07-2023	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
LBYQ01000001.1_35	9c5f645044ec69d7d214955050445e0d	283	SUPERFAMILY	SSF56281	Metallo-hydrolase/oxidoreductase	31	279	2.71E-34	T	10-07-2023	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
LBYQ01000001.1_35	9c5f645044ec69d7d214955050445e0d	283	Pfam	PF12706	Beta-lactamase superfamily domain	57	201	1.1E-8	T	10-07-2023	IPR001279	Metallo-beta-lactamase
LBYQ01000001.1_35	9c5f645044ec69d7d214955050445e0d	283	PANTHER	PTHR30619	DNA INTERNALIZATION/COMPETENCE PROTEIN COMEC/REC2	27	279	2.4E-45	T	10-07-2023	-	-
LBYQ01000001.1_35	9c5f645044ec69d7d214955050445e0d	283	SMART	SM00849	Lactamase_B_5a	43	238	0.005	T	10-07-2023	IPR001279	Metallo-beta-lactamase
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	Pfam	PF02491	SHS2 domain inserted in FTSA	78	156	3.2E-24	T	10-07-2023	IPR003494	SHS2 domain inserted in FtsA
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	Pfam	PF14450	Cell division protein FtsA	202	386	1.2E-19	T	10-07-2023	-	-
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	Gene3D	G3DSA:3.30.420.40	-	192	363	1.3E-46	T	10-07-2023	-	-
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	CDD	cd00012	NBD_sugar-kinase_HSP70_actin	72	225	0.00116215	T	10-07-2023	-	-
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	SUPERFAMILY	SSF53067	Actin-like ATPase domain	194	389	7.26E-32	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	SMART	SM00842	FtsA._2	3	191	1.1E-52	T	10-07-2023	IPR003494	SHS2 domain inserted in FtsA
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	Gene3D	G3DSA:3.30.420.40	-	1	88	2.4E-8	T	10-07-2023	-	-
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	Gene3D	G3DSA:3.30.1490.110	-	89	160	3.6E-7	T	10-07-2023	-	-
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	PANTHER	PTHR32432	CELL DIVISION PROTEIN FTSA-RELATED	2	395	5.3E-60	T	10-07-2023	-	-
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	SUPERFAMILY	SSF53067	Actin-like ATPase domain	2	192	1.43E-38	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	TIGRFAM	TIGR01174	ftsA: cell division protein FtsA	3	388	2.0E-90	T	10-07-2023	IPR020823	Cell division protein FtsA
LBYQ01000001.1_24	548d9c730664b474fd70f85f811fb3dd	421	Hamap	MF_02033	Cell division protein FtsA [ftsA].	1	420	23.452143	T	10-07-2023	IPR020823	Cell division protein FtsA
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	TIGRFAM	TIGR02227	sigpep_I_bact: signal peptidase I	13	173	1.7E-43	T	10-07-2023	IPR000223	Peptidase S26A, signal peptidase I
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	PRINTS	PR00727	Bacterial leader peptidase 1 (S26A) family signature	28	44	6.2E-18	T	10-07-2023	IPR000223	Peptidase S26A, signal peptidase I
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	PRINTS	PR00727	Bacterial leader peptidase 1 (S26A) family signature	80	92	6.2E-18	T	10-07-2023	IPR000223	Peptidase S26A, signal peptidase I
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	PRINTS	PR00727	Bacterial leader peptidase 1 (S26A) family signature	132	151	6.2E-18	T	10-07-2023	IPR000223	Peptidase S26A, signal peptidase I
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	Gene3D	G3DSA:2.10.109.10	Umud Fragment, subunit A	24	182	1.6E-39	T	10-07-2023	-	-
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	ProSitePatterns	PS00761	Signal peptidases I signature 3.	137	150	-	T	10-07-2023	IPR019758	Peptidase S26A, signal peptidase I, conserved site
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	CDD	cd06530	S26_SPase_I	31	165	1.29862E-30	T	10-07-2023	IPR019533	Peptidase S26
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	PANTHER	PTHR43390	SIGNAL PEPTIDASE I	12	175	5.4E-40	T	10-07-2023	IPR000223	Peptidase S26A, signal peptidase I
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	Pfam	PF10502	Signal peptidase, peptidase S26	9	170	6.0E-45	T	10-07-2023	IPR019533	Peptidase S26
LBYQ01000001.1_30	52ca8a7948b1548a3106a3b579306e97	196	SUPERFAMILY	SSF51306	LexA/Signal peptidase	26	175	1.06E-47	T	10-07-2023	IPR036286	LexA/Signal peptidase-like superfamily
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	Gene3D	G3DSA:3.90.25.10	-	203	325	5.2E-111	T	10-07-2023	-	-
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	Pfam	PF16363	GDP-mannose 4,6 dehydratase	9	316	2.1E-76	T	10-07-2023	IPR016040	NAD(P)-binding domain
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2	336	2.17E-86	T	10-07-2023	IPR036291	NAD(P)-binding domain superfamily
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	CDD	cd05246	dTDP_GD_SDR_e	6	326	5.60331E-163	T	10-07-2023	IPR005888	dTDP-glucose 4,6-dehydratase
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	PANTHER	PTHR43000	DTDP-D-GLUCOSE 4,6-DEHYDRATASE-RELATED	1	340	1.9E-104	T	10-07-2023	-	-
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	Gene3D	G3DSA:3.40.50.720	-	8	315	5.2E-111	T	10-07-2023	-	-
LBYQ01000005.1_7	0151df8bb2adf23062084b284ca9ff99	350	TIGRFAM	TIGR01181	dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase	7	331	1.4E-120	T	10-07-2023	IPR005888	dTDP-glucose 4,6-dehydratase
LBYQ01000014.1_4	8aa0d59f726d98e363a400af96ac246a	180	Pfam	PF05137	Fimbrial assembly protein (PilN)	101	175	6.3E-9	T	10-07-2023	IPR007813	Type IV pilus inner membrane component PilN
LBYQ01000014.1_4	8aa0d59f726d98e363a400af96ac246a	180	PANTHER	PTHR40278	DNA UTILIZATION PROTEIN HOFN	1	176	8.5E-12	T	10-07-2023	-	-
LBYQ01000011.1_10	8a3e58285bf300952069a4dc6428d0dd	630	Gene3D	G3DSA:3.10.620.30	-	274	454	1.5E-21	T	10-07-2023	-	-
LBYQ01000011.1_10	8a3e58285bf300952069a4dc6428d0dd	630	PANTHER	PTHR33490	BLR5614 PROTEIN-RELATED	234	434	1.1E-15	T	10-07-2023	-	-
LBYQ01000011.1_10	8a3e58285bf300952069a4dc6428d0dd	630	SMART	SM00460	TG_5	360	432	2.6E-8	T	10-07-2023	IPR002931	Transglutaminase-like
LBYQ01000011.1_10	8a3e58285bf300952069a4dc6428d0dd	630	Pfam	PF01841	Transglutaminase-like superfamily	318	430	1.0E-16	T	10-07-2023	IPR002931	Transglutaminase-like
LBYQ01000011.1_10	8a3e58285bf300952069a4dc6428d0dd	630	SUPERFAMILY	SSF54001	Cysteine proteinases	306	443	4.49E-18	T	10-07-2023	IPR038765	Papain-like cysteine peptidase superfamily
LBYQ01000014.1_2	d044122de56d2a739622eb5e02bee866	132	SUPERFAMILY	SSF53067	Actin-like ATPase domain	63	120	1.04E-6	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
LBYQ01000014.1_2	d044122de56d2a739622eb5e02bee866	132	Gene3D	G3DSA:3.30.420.40	-	6	80	3.3E-27	T	10-07-2023	-	-
LBYQ01000014.1_2	d044122de56d2a739622eb5e02bee866	132	Gene3D	G3DSA:3.30.1490.300	-	81	123	3.3E-27	T	10-07-2023	-	-
LBYQ01000014.1_2	d044122de56d2a739622eb5e02bee866	132	Pfam	PF11104	Type IV pilus assembly protein PilM;	7	123	5.2E-18	T	10-07-2023	IPR005883	Type IV pilus inner membrane component PilM
LBYQ01000014.1_2	d044122de56d2a739622eb5e02bee866	132	PANTHER	PTHR32432	CELL DIVISION PROTEIN FTSA-RELATED	4	121	5.9E-15	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Hamap	MF_00049_B	Leucine--tRNA ligase [leuS].	5	766	18.778477	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Pfam	PF13603	Leucyl-tRNA synthetase, Domain 2	203	350	1.3E-50	T	10-07-2023	IPR025709	Leucyl-tRNA synthetase, editing domain
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Gene3D	G3DSA:3.40.50.620	HUPs	338	546	6.1E-72	T	10-07-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	SUPERFAMILY	SSF50677	ValRS/IleRS/LeuRS editing domain	208	343	5.86E-31	T	10-07-2023	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	26	36	-	T	10-07-2023	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Pfam	PF08264	Anticodon-binding domain of tRNA ligase	617	728	1.8E-20	T	10-07-2023	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Gene3D	G3DSA:3.10.20.590	-	706	766	3.6E-18	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Gene3D	G3DSA:1.10.730.10	-	547	703	3.2E-52	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Gene3D	G3DSA:3.40.50.620	HUPs	14	286	1.3E-77	T	10-07-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	FunFam	G3DSA:1.10.730.10:FF:000002	Leucine--tRNA ligase	535	705	1.4E-21	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PANTHER	PTHR43740	LEUCYL-TRNA SYNTHETASE	11	538	1.8E-233	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	CDD	cd07958	Anticodon_Ia_Leu_BEm	583	683	3.86788E-33	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	SUPERFAMILY	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	585	765	8.97E-32	T	10-07-2023	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	367	574	9.5E-22	T	10-07-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	2	590	4.65E-117	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	CDD	cd00812	LeuRS_core	17	581	4.53642E-90	T	10-07-2023	-	-
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	Pfam	PF09334	tRNA synthetases class I (M)	23	165	3.1E-16	T	10-07-2023	IPR015413	Methionyl/Leucyl tRNA synthetase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	452	470	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	136	152	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	168	181	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	197	216	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	110	127	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	524	534	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000001.1_4	c0eb9ad45ecf632b85487de2f81ee430	766	PRINTS	PR00985	Leucyl-tRNA synthetase signature	491	513	9.0E-47	T	10-07-2023	IPR002302	Leucine-tRNA ligase
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	CDD	cd04455	S1_NusA	104	170	2.32213E-20	T	10-07-2023	-	-
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	ProSiteProfiles	PS50126	S1 domain profile.	107	171	9.581787	T	10-07-2023	IPR003029	S1 domain
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	PANTHER	PTHR22648	TRANSCRIPTION TERMINATION FACTOR NUSA	7	68	2.8E-47	T	10-07-2023	IPR030842	Transcription termination/antitermination protein NusA, bacterial
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	Gene3D	G3DSA:3.30.1480.10	-	3	96	2.1E-31	T	10-07-2023	IPR036555	NusA, N-terminal domain superfamily
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	Gene3D	G3DSA:2.40.50.140	-	100	169	1.8E-19	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	SUPERFAMILY	SSF69705	Transcription factor NusA, N-terminal domain	5	94	3.79E-24	T	10-07-2023	IPR036555	NusA, N-terminal domain superfamily
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	104	170	3.17E-14	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	Pfam	PF08529	NusA N-terminal domain	72	95	1.8E-7	T	10-07-2023	IPR013735	Transcription factor NusA, N-terminal
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	Pfam	PF08529	NusA N-terminal domain	8	69	1.0E-10	T	10-07-2023	IPR013735	Transcription factor NusA, N-terminal
LBYQ01000006.1_11	1b0e8c7b5bd0129b216542fd09b16e22	210	SMART	SM00316	S1_6	105	171	1.4E-4	T	10-07-2023	IPR022967	RNA-binding domain, S1
LBYQ01000013.1_3	ef4e06bf0ad74d7c3670bde0fe64e486	100	PANTHER	PTHR42831	FE-S PROTEIN MATURATION AUXILIARY FACTOR YITW	3	98	4.5E-31	T	10-07-2023	-	-
LBYQ01000013.1_3	ef4e06bf0ad74d7c3670bde0fe64e486	100	SUPERFAMILY	SSF117916	Fe-S cluster assembly (FSCA) domain-like	1	97	9.16E-31	T	10-07-2023	IPR034904	Fe-S cluster assembly domain superfamily
LBYQ01000013.1_3	ef4e06bf0ad74d7c3670bde0fe64e486	100	Gene3D	G3DSA:3.30.300.130	-	2	99	7.2E-36	T	10-07-2023	IPR034904	Fe-S cluster assembly domain superfamily
LBYQ01000013.1_3	ef4e06bf0ad74d7c3670bde0fe64e486	100	Pfam	PF01883	Iron-sulfur cluster assembly protein	4	76	2.4E-20	T	10-07-2023	IPR002744	MIP18 family-like
LBYQ01000006.1_24	47d88e997f04f4d1617390a1a210ab23	118	Gene3D	G3DSA:3.30.450.40	-	1	117	1.1E-27	T	10-07-2023	IPR029016	GAF-like domain superfamily
LBYQ01000006.1_24	47d88e997f04f4d1617390a1a210ab23	118	PANTHER	PTHR34824	HEAT-INDUCIBLE TRANSCRIPTION REPRESSOR HRCA	4	115	9.6E-18	T	10-07-2023	IPR002571	Heat-inducible transcription repressor HrcA
LBYQ01000006.1_24	47d88e997f04f4d1617390a1a210ab23	118	Pfam	PF01628	HrcA protein C terminal domain	5	102	4.4E-19	T	10-07-2023	IPR021153	Heat-inducible transcription repressor HrcA, C-terminal
LBYQ01000006.1_24	47d88e997f04f4d1617390a1a210ab23	118	SUPERFAMILY	SSF55781	GAF domain-like	4	115	3.92E-21	T	10-07-2023	-	-
LBYQ01000011.1_7	6379a3bf4c0b8361b06d075678723404	133	Pfam	PF04020	Mycobacterial 4 TMS phage holin, superfamily IV	5	91	5.9E-8	T	10-07-2023	IPR007165	Mycobacterial 4 TMS phage holin, superfamily IV
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	FunFam	G3DSA:3.40.50.800:FF:000005	bifunctional glutamate/proline--tRNA ligase	285	401	5.4E-34	T	10-07-2023	-	-
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	TIGRFAM	TIGR00408	proS_fam_I: proline--tRNA ligase	9	469	8.0E-169	T	10-07-2023	IPR004499	Proline-tRNA ligase, class IIa, archaeal-type
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	FunFam	G3DSA:3.30.930.10:FF:000037	Proline--tRNA ligase	4	284	1.4E-111	T	10-07-2023	-	-
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Gene3D	G3DSA:3.40.50.800	-	285	401	2.7E-34	T	10-07-2023	IPR036621	Anticodon-binding domain superfamily
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	13	278	8.84E-71	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	CDD	cd00862	ProRS_anticodon_zinc	280	477	3.53318E-73	T	10-07-2023	-	-
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Gene3D	G3DSA:3.30.110.30	-	404	480	5.5E-18	T	10-07-2023	IPR017449	Prolyl-tRNA synthetase, class II
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	SUPERFAMILY	SSF52954	Class II aaRS ABD-related	279	402	2.57E-30	T	10-07-2023	-	-
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	SMART	SM00946	ProRS_C_1_2	410	480	7.0E-14	T	10-07-2023	IPR016061	Proline-tRNA ligase, class II, C-terminal
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Hamap	MF_01571	Proline--tRNA ligase [proS].	8	480	41.899765	T	10-07-2023	IPR004499	Proline-tRNA ligase, class IIa, archaeal-type
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	30	284	26.472332	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	4	284	1.3E-99	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	PRINTS	PR01046	Prolyl-tRNA synthetase signature	66	84	5.3E-8	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	PRINTS	PR01046	Prolyl-tRNA synthetase signature	107	118	5.3E-8	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	PRINTS	PR01046	Prolyl-tRNA synthetase signature	137	145	5.3E-8	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	PRINTS	PR01046	Prolyl-tRNA synthetase signature	146	157	5.3E-8	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	CDD	cd00778	ProRS_core_arch_euk	14	274	4.43684E-160	T	10-07-2023	IPR033721	Prolyl-tRNA synthetase, catalytic domain
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	SUPERFAMILY	SSF64586	C-terminal domain of ProRS	406	480	9.02E-16	T	10-07-2023	IPR017449	Prolyl-tRNA synthetase, class II
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Pfam	PF03129	Anticodon binding domain	291	383	1.5E-17	T	10-07-2023	IPR004154	Anticodon-binding
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	PANTHER	PTHR43382	PROLYL-TRNA SYNTHETASE	6	471	2.1E-191	T	10-07-2023	IPR004499	Proline-tRNA ligase, class IIa, archaeal-type
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Pfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	103	269	4.2E-13	T	10-07-2023	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
LBYQ01000001.1_20	af99ab421ba5b185fc2d7a7d419d5c00	480	Pfam	PF09180	Prolyl-tRNA synthetase, C-terminal	410	480	1.8E-15	T	10-07-2023	IPR016061	Proline-tRNA ligase, class II, C-terminal
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	FunFam	G3DSA:3.30.950.10:FF:000002	Ribosomal RNA small subunit methyltransferase I	112	226	1.0E-34	T	10-07-2023	-	-
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	SUPERFAMILY	SSF53790	Tetrapyrrole methylase	3	224	6.94E-78	T	10-07-2023	IPR035996	Tetrapyrrole methylase superfamily
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	TIGRFAM	TIGR00096	TIGR00096: 16S rRNA (cytidine(1402)-2'-O)-methyltransferase	4	223	6.2E-71	T	10-07-2023	IPR008189	rRNA small subunit methyltransferase I
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	Pfam	PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	5	205	1.6E-23	T	10-07-2023	IPR000878	Tetrapyrrole methylase
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	CDD	cd11648	RsmI	6	225	7.19218E-121	T	10-07-2023	IPR008189	rRNA small subunit methyltransferase I
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	Gene3D	G3DSA:3.40.1010.10	-	1	111	2.2E-40	T	10-07-2023	IPR014777	Tetrapyrrole methylase, subdomain 1
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	Gene3D	G3DSA:3.30.950.10	-	112	226	4.5E-39	T	10-07-2023	IPR014776	Tetrapyrrole methylase, subdomain 2
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	PANTHER	PTHR46111	RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE I	2	224	7.0E-81	T	10-07-2023	IPR008189	rRNA small subunit methyltransferase I
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	FunFam	G3DSA:3.40.1010.10:FF:000007	Ribosomal RNA small subunit methyltransferase I	1	112	1.3E-36	T	10-07-2023	-	-
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	Hamap	MF_01877	Ribosomal RNA small subunit methyltransferase I [rsmI].	4	226	36.402225	T	10-07-2023	IPR008189	rRNA small subunit methyltransferase I
LBYQ01000012.1_6	bec6282e3da30bb01acf27285aa05260	226	ProSitePatterns	PS01296	RsmI AdoMet-dependent methyltransferase protein family signature.	82	93	-	T	10-07-2023	IPR018063	SAM-dependent methyltransferase RsmI, conserved site
LBYQ01000019.1_1_7	e4fb212ac3d8349f12c5dd20ac54ceda	85	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	10-07-2023	-	-
LBYQ01000001.1_66	b7b857da74a88721d8f31e91b067e97f	378	TIGRFAM	TIGR00449	tgt_general: tRNA-guanine family transglycosylase	4	378	1.1E-130	T	10-07-2023	IPR002616	tRNA-guanine(15) transglycosylase-like
LBYQ01000001.1_66	b7b857da74a88721d8f31e91b067e97f	378	PANTHER	PTHR46499	QUEUINE TRNA-RIBOSYLTRANSFERASE	2	378	1.1E-123	T	10-07-2023	-	-
LBYQ01000001.1_66	b7b857da74a88721d8f31e91b067e97f	378	TIGRFAM	TIGR00430	Q_tRNA_tgt: tRNA-guanine transglycosylase	4	378	6.7E-133	T	10-07-2023	IPR004803	tRNA-guanine transglycosylase
