MNUJ01000002.1_1_4	13a5bff17f0207c212d1175beb1ad3a0	57	Pfam	PF18917	Domain of unknown function (DUF5668)	1	43	3.7E-13	T	10-07-2023	IPR043726	Domain of unknown function DUF5668
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	Gene3D	G3DSA:2.40.50.140	-	1	139	5.8E-62	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	CDD	cd03368	Ribosomal_S12	3	125	1.51976E-57	T	10-07-2023	IPR005679	Ribosomal protein S12, bacterial-type
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	TIGRFAM	TIGR00981	rpsL_bact: ribosomal protein uS12	1	138	7.6E-63	T	10-07-2023	IPR005679	Ribosomal protein S12, bacterial-type
MNUJ01000009.1_4	13f48986bf585d0089192ea10038147b	136	Pfam	PF14478	Domain of unknown function (DUF4430)	67	134	9.2E-15	T	10-07-2023	IPR027954	Domain of unknown function DUF4430
MNUJ01000009.1_4	13f48986bf585d0089192ea10038147b	136	Gene3D	G3DSA:2.170.130.30	-	46	136	1.4E-18	T	10-07-2023	-	-
MNUJ01000024.1_5	f4e3ce50fcaef44688dc74f7c10caae7	146	SUPERFAMILY	SSF54523	Pili subunits	6	113	9.42E-10	T	10-07-2023	IPR045584	Pilin-like
MNUJ01000024.1_5	f4e3ce50fcaef44688dc74f7c10caae7	146	TIGRFAM	TIGR02532	IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain	5	24	1.5E-6	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
MNUJ01000024.1_5	f4e3ce50fcaef44688dc74f7c10caae7	146	Pfam	PF07963	Prokaryotic N-terminal methylation motif	2	24	5.8E-6	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
MNUJ01000024.1_5	f4e3ce50fcaef44688dc74f7c10caae7	146	Gene3D	G3DSA:3.30.700.10	Glycoprotein, Type 4 Pilin	6	144	1.3E-7	T	10-07-2023	-	-
MNUJ01000043.1_8	36db877fe93c21bed44254e3656fcf97	480	PANTHER	PTHR30250	PST FAMILY PREDICTED COLANIC ACID TRANSPORTER	4	476	1.4E-51	T	10-07-2023	-	-
MNUJ01000043.1_8	36db877fe93c21bed44254e3656fcf97	480	Pfam	PF14667	Polysaccharide biosynthesis C-terminal domain	328	459	3.4E-14	T	10-07-2023	IPR029303	Polysaccharide biosynthesis protein, C-terminal domain
MNUJ01000043.1_8	36db877fe93c21bed44254e3656fcf97	480	Pfam	PF01943	Polysaccharide biosynthesis protein	10	274	2.2E-22	T	10-07-2023	IPR002797	Polysaccharide biosynthesis protein
MNUJ01000043.1_8	36db877fe93c21bed44254e3656fcf97	480	CDD	cd13128	MATE_Wzx_like	8	405	1.6184E-48	T	10-07-2023	-	-
MNUJ01000036.1_3	2755874cb4269b1620400ef89e331e1d	185	MobiDBLite	mobidb-lite	consensus disorder prediction	52	72	-	T	10-07-2023	-	-
MNUJ01000036.1_3	2755874cb4269b1620400ef89e331e1d	185	Coils	Coil	Coil	27	54	-	T	10-07-2023	-	-
MNUJ01000029.1_8	a3c9354c242258fea1bb4974696da888	377	Coils	Coil	Coil	255	275	-	T	10-07-2023	-	-
MNUJ01000051.1_4	24a857719078c210b4a1b4c8d810ca9b	360	Pfam	PF02646	RmuC family	71	347	2.6E-56	T	10-07-2023	IPR003798	DNA recombination RmuC
MNUJ01000051.1_4	24a857719078c210b4a1b4c8d810ca9b	360	Coils	Coil	Coil	86	106	-	T	10-07-2023	-	-
MNUJ01000051.1_4	24a857719078c210b4a1b4c8d810ca9b	360	PANTHER	PTHR30563	DNA RECOMBINATION PROTEIN RMUC	57	355	1.1E-47	T	10-07-2023	IPR003798	DNA recombination RmuC
MNUJ01000058.1_1	50902cbd4af5b3444ea9526270a8499d	86	Coils	Coil	Coil	39	59	-	T	10-07-2023	-	-
MNUJ01000058.1_1	50902cbd4af5b3444ea9526270a8499d	86	Coils	Coil	Coil	86	86	-	T	10-07-2023	-	-
MNUJ01000033.1_3	b93481849674c71392fdb7740a3a87fb	272	Pfam	PF07963	Prokaryotic N-terminal methylation motif	2	25	9.9E-8	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
MNUJ01000033.1_3	b93481849674c71392fdb7740a3a87fb	272	ProSitePatterns	PS00409	Prokaryotic N-terminal methylation site.	4	24	-	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
MNUJ01000033.1_3	b93481849674c71392fdb7740a3a87fb	272	SUPERFAMILY	SSF54523	Pili subunits	6	63	3.37E-9	T	10-07-2023	IPR045584	Pilin-like
MNUJ01000033.1_3	b93481849674c71392fdb7740a3a87fb	272	Gene3D	G3DSA:3.30.700.10	Glycoprotein, Type 4 Pilin	6	87	7.4E-7	T	10-07-2023	-	-
MNUJ01000033.1_3	b93481849674c71392fdb7740a3a87fb	272	TIGRFAM	TIGR02532	IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain	4	24	6.6E-6	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	CDD	cd07962	Anticodon_Ia_Val	649	821	7.05412E-40	T	10-07-2023	IPR033705	Valyl tRNA synthetase, anticodon-binding domain
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	PANTHER	PTHR11946	VALYL-TRNA SYNTHETASES	4	528	4.0E-266	T	10-07-2023	IPR002303	Valine-tRNA ligase
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	FunFam	G3DSA:3.40.50.620:FF:000032	Valine--tRNA ligase	7	214	7.7E-81	T	10-07-2023	-	-
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	PRINTS	PR00986	Valyl-tRNA synthetase signature	241	258	2.5E-23	T	10-07-2023	IPR002303	Valine-tRNA ligase
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	PRINTS	PR00986	Valyl-tRNA synthetase signature	50	61	2.5E-23	T	10-07-2023	IPR002303	Valine-tRNA ligase
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	PRINTS	PR00986	Valyl-tRNA synthetase signature	358	371	2.5E-23	T	10-07-2023	IPR002303	Valine-tRNA ligase
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	PRINTS	PR00986	Valyl-tRNA synthetase signature	496	517	2.5E-23	T	10-07-2023	IPR002303	Valine-tRNA ligase
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Gene3D	G3DSA:3.40.50.620	HUPs	437	647	1.7E-36	T	10-07-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	CDD	cd00817	ValRS_core	48	647	0.0	T	10-07-2023	-	-
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	57	68	-	T	10-07-2023	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Gene3D	G3DSA:3.90.740.10	-	212	349	5.3E-39	T	10-07-2023	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Gene3D	G3DSA:1.10.730.10	-	649	824	1.2E-30	T	10-07-2023	-	-
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	TIGRFAM	TIGR00422	valS: valine--tRNA ligase	6	525	1.5E-186	T	10-07-2023	IPR002303	Valine-tRNA ligase
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	SUPERFAMILY	SSF50677	ValRS/IleRS/LeuRS editing domain	208	352	2.88E-41	T	10-07-2023	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Pfam	PF08264	Anticodon-binding domain of tRNA ligase	710	820	1.2E-17	T	10-07-2023	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	5	659	5.18E-129	T	10-07-2023	-	-
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	SUPERFAMILY	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	661	821	1.7E-24	T	10-07-2023	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	553	648	2.4E-33	T	10-07-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	18	519	1.4E-142	T	10-07-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia
MNUJ01000039.1_1	9080731ef00251136edd7148836fd0cc	826	Gene3D	G3DSA:3.40.50.620	HUPs	7	211	1.4E-60	T	10-07-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
MNUJ01000033.1_6	d8c400926d3ff2e9414dbfcdcae93e5c	82	Coils	Coil	Coil	59	79	-	T	10-07-2023	-	-
MNUJ01000006.1_9	52baf645751665197acdd8d93baacaaf	184	Pfam	PF02677	Epoxyqueuosine reductase QueH	5	184	2.5E-59	T	10-07-2023	IPR003828	Epoxyqueuosine reductase QueH
MNUJ01000006.1_9	52baf645751665197acdd8d93baacaaf	184	PANTHER	PTHR36701	EPOXYQUEUOSINE REDUCTASE QUEH	2	184	1.4E-55	T	10-07-2023	IPR003828	Epoxyqueuosine reductase QueH
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Gene3D	G3DSA:3.40.50.300	-	15	193	4.5E-57	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Gene3D	G3DSA:2.40.30.10	Translation factors	195	291	6.3E-29	T	10-07-2023	-	-
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	CDD	cd03709	lepA_C	393	471	5.55578E-34	T	10-07-2023	IPR035654	Elongation factor 4, domain IV
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	FunFam	G3DSA:2.40.30.10:FF:000015	Translation factor GUF1, mitochondrial	195	293	4.3E-24	T	10-07-2023	-	-
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Gene3D	G3DSA:3.30.70.870	Elongation Factor G (Translational Gtpase), domain 3	298	379	5.1E-31	T	10-07-2023	-	-
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	FunFam	G3DSA:3.30.70.2570:FF:000001	Translation factor GUF1, mitochondrial	471	545	8.3E-27	T	10-07-2023	-	-
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	SMART	SM00838	EFG_C_a	393	477	1.2E-4	T	10-07-2023	IPR000640	Elongation factor EFG, domain V-like
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	PANTHER	PTHR43512	TRANSLATION FACTOR GUF1-RELATED	15	586	4.3E-225	T	10-07-2023	IPR006297	Elongation factor 4
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	19	184	5.7E-20	T	10-07-2023	IPR005225	Small GTP-binding protein domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	303	382	1.51E-15	T	10-07-2023	IPR035647	EF-G domain III/V-like
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	6	210	7.83E-54	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Hamap	MF_00071	Elongation factor 4 [lepA].	1	587	193.709457	T	10-07-2023	IPR006297	Elongation factor 4
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Pfam	PF00009	Elongation factor Tu GTP binding domain	18	190	2.1E-51	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Pfam	PF00679	Elongation factor G C-terminus	392	476	3.5E-22	T	10-07-2023	IPR000640	Elongation factor EFG, domain V-like
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Gene3D	G3DSA:3.30.70.240	-	393	471	5.1E-19	T	10-07-2023	-	-
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	392	485	8.15E-23	T	10-07-2023	IPR035647	EF-G domain III/V-like
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	FunFam	G3DSA:3.30.70.870:FF:000004	Translation factor GUF1, mitochondrial	298	379	1.0E-29	T	10-07-2023	-	-
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	PRINTS	PR00315	GTP-binding elongation factor signature	84	94	6.3E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	PRINTS	PR00315	GTP-binding elongation factor signature	136	145	6.3E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	PRINTS	PR00315	GTP-binding elongation factor signature	21	34	6.3E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	PRINTS	PR00315	GTP-binding elongation factor signature	100	111	6.3E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	PRINTS	PR00315	GTP-binding elongation factor signature	64	72	6.3E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Gene3D	G3DSA:3.30.70.2570	-	472	544	1.5E-26	T	10-07-2023	IPR038363	LepA, C-terminal domain superfamily
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	Pfam	PF06421	GTP-binding protein LepA C-terminus	479	585	2.8E-41	T	10-07-2023	IPR013842	GTP-binding protein LepA, C-terminal
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	TIGRFAM	TIGR01393	lepA: elongation factor 4	18	587	5.4E-226	T	10-07-2023	IPR006297	Elongation factor 4
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	SUPERFAMILY	SSF50447	Translation proteins	174	287	1.27E-23	T	10-07-2023	IPR009000	Translation protein, beta-barrel domain superfamily
MNUJ01000059.1_8	cd492e421bf32c08d57d2a84759461fd	587	ProSiteProfiles	PS51722	Translational (tr)-type guanine nucleotide-binding (G) domain profile.	17	193	57.70784	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000036.1_7	72fe29b11201d9dadd3a55c6939b16b3	210	Coils	Coil	Coil	27	47	-	T	10-07-2023	-	-
MNUJ01000036.1_7	72fe29b11201d9dadd3a55c6939b16b3	210	MobiDBLite	mobidb-lite	consensus disorder prediction	49	74	-	T	10-07-2023	-	-
MNUJ01000036.1_7	72fe29b11201d9dadd3a55c6939b16b3	210	MobiDBLite	mobidb-lite	consensus disorder prediction	57	74	-	T	10-07-2023	-	-
MNUJ01000042.1_4	8f6d1719283b6ad3111f460dc49584ac	259	MobiDBLite	mobidb-lite	consensus disorder prediction	1	43	-	T	10-07-2023	-	-
MNUJ01000042.1_4	8f6d1719283b6ad3111f460dc49584ac	259	MobiDBLite	mobidb-lite	consensus disorder prediction	27	41	-	T	10-07-2023	-	-
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	PRINTS	PR00063	Ribosomal protein L27 signature	4	28	6.2E-31	T	10-07-2023	IPR001684	Ribosomal protein L27
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	PRINTS	PR00063	Ribosomal protein L27 signature	29	53	6.2E-31	T	10-07-2023	IPR001684	Ribosomal protein L27
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	PRINTS	PR00063	Ribosomal protein L27 signature	54	78	6.2E-31	T	10-07-2023	IPR001684	Ribosomal protein L27
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	PANTHER	PTHR15893	RIBOSOMAL PROTEIN L27	1	88	1.8E-28	T	10-07-2023	IPR001684	Ribosomal protein L27
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	Gene3D	G3DSA:2.40.50.100	-	6	89	7.2E-25	T	10-07-2023	-	-
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	Pfam	PF01016	Ribosomal L27 protein	2	74	2.7E-31	T	10-07-2023	IPR001684	Ribosomal protein L27
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	SUPERFAMILY	SSF110324	Ribosomal L27 protein-like	2	74	1.92E-27	T	10-07-2023	-	-
MNUJ01000023.1_1	d29d39e8dbb39a838cc804df7ba015f4	90	TIGRFAM	TIGR00062	L27: ribosomal protein bL27	1	73	9.9E-31	T	10-07-2023	IPR001684	Ribosomal protein L27
MNUJ01000035.1_3_4	399cccf073f4baef86f0d93c0221eb36	372	Pfam	PF00534	Glycosyl transferases group 1	188	343	9.2E-26	T	10-07-2023	IPR001296	Glycosyl transferase, family 1
MNUJ01000035.1_3_4	399cccf073f4baef86f0d93c0221eb36	372	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	17	360	1.1E-49	T	10-07-2023	-	-
MNUJ01000035.1_3_4	399cccf073f4baef86f0d93c0221eb36	372	PANTHER	PTHR12526	GLYCOSYLTRANSFERASE	20	362	5.0E-27	T	10-07-2023	-	-
MNUJ01000035.1_3_4	399cccf073f4baef86f0d93c0221eb36	372	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	14	363	4.71E-59	T	10-07-2023	-	-
MNUJ01000035.1_3_4	399cccf073f4baef86f0d93c0221eb36	372	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	173	356	1.1E-49	T	10-07-2023	-	-
MNUJ01000035.1_3_4	399cccf073f4baef86f0d93c0221eb36	372	Pfam	PF13439	Glycosyltransferase Family 4	21	178	3.8E-8	T	10-07-2023	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	PANTHER	PTHR42749	CELL SHAPE-DETERMINING PROTEIN MREB	3	328	3.8E-86	T	10-07-2023	-	-
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	Gene3D	G3DSA:3.30.420.40	-	2	144	3.0E-44	T	10-07-2023	-	-
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	Gene3D	G3DSA:3.30.420.40	-	145	308	1.3E-48	T	10-07-2023	-	-
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	CDD	cd10225	MreB_like	5	324	7.64161E-166	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	Hamap	MF_02207	Cell shape-determining protein MreB [mreB].	2	331	40.208801	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	SUPERFAMILY	SSF53067	Actin-like ATPase domain	3	139	4.02E-40	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	TIGRFAM	TIGR00904	mreB: cell shape determining protein, MreB/Mrl family	3	327	1.9E-131	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	PRINTS	PR01652	Bacterial cell shape determinant MreB/Mbl protein signature	123	142	1.9E-53	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	PRINTS	PR01652	Bacterial cell shape determinant MreB/Mbl protein signature	291	317	1.9E-53	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	PRINTS	PR01652	Bacterial cell shape determinant MreB/Mbl protein signature	40	58	1.9E-53	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	PRINTS	PR01652	Bacterial cell shape determinant MreB/Mbl protein signature	178	198	1.9E-53	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	PRINTS	PR01652	Bacterial cell shape determinant MreB/Mbl protein signature	60	83	1.9E-53	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	SUPERFAMILY	SSF53067	Actin-like ATPase domain	142	327	4.54E-46	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
MNUJ01000056.1_4	d88b24a2a639038d7e7eb25e56cf71b1	335	Pfam	PF06723	MreB/Mbl protein	3	327	1.3E-132	T	10-07-2023	-	-
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	407	597	6.8E-23	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	77	384	6.28E-35	T	10-07-2023	-	-
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	CDD	cd02440	AdoMet_MTases	425	524	2.06594E-5	T	10-07-2023	-	-
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	57	382	1.0E-29	T	10-07-2023	-	-
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	Pfam	PF00534	Glycosyl transferases group 1	201	368	4.0E-19	T	10-07-2023	IPR001296	Glycosyl transferase, family 1
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	PANTHER	PTHR12526	GLYCOSYLTRANSFERASE	72	394	4.2E-16	T	10-07-2023	-	-
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	413	591	2.21E-23	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	Pfam	PF08241	Methyltransferase domain	427	523	1.6E-12	T	10-07-2023	IPR013216	Methyltransferase type 11
MNUJ01000050.1_2	865fad62877a902c8484592fe71b8c9f	612	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	188	374	1.0E-29	T	10-07-2023	-	-
MNUJ01000030.1_9	1e3a7312c6aa5a90181f76a1322b0f7b	382	Gene3D	G3DSA:3.40.50.10490	-	25	167	8.8E-54	T	10-07-2023	-	-
MNUJ01000030.1_9	1e3a7312c6aa5a90181f76a1322b0f7b	382	PANTHER	PTHR11469	GLUCOSE-6-PHOSPHATE ISOMERASE	39	373	1.0E-13	T	10-07-2023	IPR001672	Phosphoglucose isomerase (PGI)
MNUJ01000030.1_9	1e3a7312c6aa5a90181f76a1322b0f7b	382	ProSiteProfiles	PS51463	Glucose-6-phosphate isomerase family profile.	1	382	14.642717	T	10-07-2023	IPR001672	Phosphoglucose isomerase (PGI)
MNUJ01000030.1_9	1e3a7312c6aa5a90181f76a1322b0f7b	382	Gene3D	G3DSA:3.40.50.10490	-	168	364	8.8E-54	T	10-07-2023	-	-
MNUJ01000030.1_9	1e3a7312c6aa5a90181f76a1322b0f7b	382	SUPERFAMILY	SSF53697	SIS domain	13	380	1.06E-51	T	10-07-2023	IPR046348	SIS domain superfamily
MNUJ01000017.1_9	09467a4dca1eca371ab0a8d9caebac12	221	Pfam	PF02163	Peptidase family M50	106	189	1.5E-8	T	10-07-2023	IPR008915	Peptidase M50
MNUJ01000017.1_9	09467a4dca1eca371ab0a8d9caebac12	221	CDD	cd06158	S2P-M50_like_1	34	194	6.90505E-47	T	10-07-2023	IPR044537	Uncharacterized M50 metalloprotease, S2P-like
MNUJ01000017.1_9	09467a4dca1eca371ab0a8d9caebac12	221	PANTHER	PTHR35864	ZINC METALLOPROTEASE MJ0611-RELATED	18	215	3.0E-43	T	10-07-2023	-	-
MNUJ01000046.1_11	d8d4aefe61824dbb177cdf4a2e86b8bf	153	TIGRFAM	TIGR03725	T6A_YeaZ: tRNA threonylcarbamoyl adenosine modification protein YeaZ	26	116	2.0E-22	T	10-07-2023	IPR022496	tRNA threonylcarbamoyl adenosine modification protein TsaB
MNUJ01000046.1_11	d8d4aefe61824dbb177cdf4a2e86b8bf	153	SUPERFAMILY	SSF53067	Actin-like ATPase domain	26	116	1.36E-17	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
MNUJ01000046.1_11	d8d4aefe61824dbb177cdf4a2e86b8bf	153	Pfam	PF00814	tRNA N6-adenosine threonylcarbamoyltransferase	59	114	8.6E-13	T	10-07-2023	IPR000905	Gcp-like domain
MNUJ01000046.1_11	d8d4aefe61824dbb177cdf4a2e86b8bf	153	Gene3D	G3DSA:3.30.420.40	-	14	145	3.1E-23	T	10-07-2023	-	-
MNUJ01000060.1_7	3fd07b24510b943313dc3a3273690816	207	Coils	Coil	Coil	56	83	-	T	10-07-2023	-	-
MNUJ01000060.1_7	3fd07b24510b943313dc3a3273690816	207	Pfam	PF05137	Fimbrial assembly protein (PilN)	105	178	4.6E-9	T	10-07-2023	IPR007813	Type IV pilus inner membrane component PilN
MNUJ01000060.1_7	3fd07b24510b943313dc3a3273690816	207	PANTHER	PTHR40278	DNA UTILIZATION PROTEIN HOFN	32	183	1.0E-11	T	10-07-2023	-	-
MNUJ01000055.1_8	711b13aa7adff53506119a62e34ddf0c	171	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	10-07-2023	-	-
MNUJ01000055.1_8	711b13aa7adff53506119a62e34ddf0c	171	PANTHER	PTHR21237	GRPE PROTEIN	15	170	2.7E-31	T	10-07-2023	IPR000740	GrpE nucleotide exchange factor
MNUJ01000055.1_8	711b13aa7adff53506119a62e34ddf0c	171	FunFam	G3DSA:2.30.22.10:FF:000001	Protein GrpE	114	168	1.8E-17	T	10-07-2023	-	-
MNUJ01000055.1_8	711b13aa7adff53506119a62e34ddf0c	171	Gene3D	G3DSA:3.90.20.20	-	1	112	1.3E-21	T	10-07-2023	IPR013805	GrpE nucleotide exchange factor, coiled-coil
MNUJ01000055.1_8	711b13aa7adff53506119a62e34ddf0c	171	Hamap	MF_01151	Protein GrpE [grpE].	2	169	16.013821	T	10-07-2023	IPR000740	GrpE nucleotide exchange factor
