SMWK01000052.1_orf83678	54c47ba4fc7e3e4a42066c5407932503	734	Pfam	PF11739	Dicarboxylate transport	531	724	1.5E-41	T	24-06-2023	IPR021730	Dicarboxylate transport
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	CDD	cd07377	WHTH_GntR	12	75	3.83235E-14	T	24-06-2023	IPR000524	Transcription regulator HTH, GntR
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	Pfam	PF07729	FCD domain	109	205	2.0E-7	T	24-06-2023	IPR011711	GntR, C-terminal
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	Pfam	PF00392	Bacterial regulatory proteins, gntR family	12	74	5.9E-13	T	24-06-2023	IPR000524	Transcription regulator HTH, GntR
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	Gene3D	G3DSA:1.20.120.530	-	94	219	5.9E-8	T	24-06-2023	IPR008920	Transcription regulator FadR/GntR, C-terminal
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	SUPERFAMILY	SSF48008	GntR ligand-binding domain-like	107	213	2.88E-6	T	24-06-2023	IPR008920	Transcription regulator FadR/GntR, C-terminal
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	Gene3D	G3DSA:1.10.10.10	-	9	75	9.4E-18	T	24-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	SUPERFAMILY	SSF53218	Molybdenum cofactor biosynthesis proteins	219	366	3.27E-35	T	24-06-2023	IPR036425	MoaB/Mog-like domain superfamily
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	PANTHER	PTHR10192	MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	47	437	7.6E-92	T	24-06-2023	IPR038987	Molybdopterin biosynthesis protein MoeA-like
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Gene3D	G3DSA:3.90.105.10	Molybdopterin biosynthesis moea protein, domain 2	66	216	9.5E-106	T	24-06-2023	-	-
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	CDD	cd00887	MoeA	52	437	3.90144E-137	T	24-06-2023	IPR038987	Molybdopterin biosynthesis protein MoeA-like
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	TIGRFAM	TIGR00177	molyb_syn: molybdenum cofactor synthesis domain	219	357	2.4E-29	T	24-06-2023	IPR001453	MoaB/Mog domain
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Gene3D	G3DSA:2.170.190.11	Molybdopterin biosynthesis moea protein, domain 3.	90	183	9.5E-106	T	24-06-2023	-	-
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	SUPERFAMILY	SSF63882	MoeA N-terminal region -like	46	215	4.19E-39	T	24-06-2023	IPR036135	MoeA, N-terminal and linker domain superfamily
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Gene3D	G3DSA:2.40.340.10	-	370	437	9.5E-106	T	24-06-2023	IPR036688	MoeA, C-terminal, domain IV superfamily
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	SMART	SM00852	MoCF_biosynth_3a	222	361	5.5E-34	T	24-06-2023	IPR001453	MoaB/Mog domain
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Pfam	PF03453	MoeA N-terminal region (domain I and II)	50	209	1.2E-35	T	24-06-2023	IPR005110	MoeA, N-terminal and linker domain
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Pfam	PF03454	MoeA C-terminal region (domain IV)	374	437	2.9E-6	T	24-06-2023	IPR005111	MoeA, C-terminal, domain IV
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	SUPERFAMILY	SSF63867	MoeA C-terminal domain-like	369	441	4.45E-6	T	24-06-2023	IPR036688	MoeA, C-terminal, domain IV superfamily
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Pfam	PF00994	Probable molybdopterin binding domain	223	360	1.5E-24	T	24-06-2023	IPR001453	MoaB/Mog domain
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	ProSitePatterns	PS01079	Molybdenum cofactor biosynthesis proteins signature 2.	295	329	-	T	24-06-2023	IPR008284	Molybdenum cofactor biosynthesis, conserved site
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	24-06-2023	-	-
SMWK01000139.1_orf20999	833d3db94d6142548d73d9fde5dd8696	444	Gene3D	G3DSA:3.40.980.10	-	217	369	9.5E-106	T	24-06-2023	IPR036425	MoaB/Mog-like domain superfamily
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	Pfam	PF02163	Peptidase family M50	21	241	4.2E-47	T	24-06-2023	IPR008915	Peptidase M50
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	Pfam	PF02163	Peptidase family M50	275	487	1.3E-55	T	24-06-2023	IPR008915	Peptidase M50
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	CDD	cd00989	PDZ_metalloprotease	271	347	1.65776E-18	T	24-06-2023	-	-
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	CDD	cd06163	S2P-M50_PDZ_RseP-like	429	500	5.30224E-27	T	24-06-2023	-	-
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	Gene3D	G3DSA:2.30.42.10	-	186	280	1.9E-16	T	24-06-2023	IPR036034	PDZ superfamily
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	Pfam	PF17820	PDZ domain	286	334	1.2E-6	T	24-06-2023	IPR041489	PDZ domain 6
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	SUPERFAMILY	SSF50156	PDZ domain-like	268	348	6.97E-15	T	24-06-2023	IPR036034	PDZ superfamily
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	SUPERFAMILY	SSF50156	PDZ domain-like	160	238	2.89E-6	T	24-06-2023	IPR036034	PDZ superfamily
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	PANTHER	PTHR42837	REGULATOR OF SIGMA-E PROTEASE RSEP	278	501	7.9E-94	T	24-06-2023	IPR004387	Peptidase M50, putative membrane-associated zinc metallopeptidase
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	CDD	cd06163	S2P-M50_PDZ_RseP-like	19	188	6.94573E-35	T	24-06-2023	-	-
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	ProSiteProfiles	PS50106	PDZ domain profile.	272	349	9.008699	T	24-06-2023	IPR001478	PDZ domain
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	Gene3D	G3DSA:2.30.42.10	-	281	366	5.3E-18	T	24-06-2023	IPR036034	PDZ superfamily
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	SMART	SM00228	pdz_new	176	247	19.0	T	24-06-2023	IPR001478	PDZ domain
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	SMART	SM00228	pdz_new	272	338	1.2E-8	T	24-06-2023	IPR001478	PDZ domain
SMWK01000158.1_orf27055	bed800fbbff5b264e3916ff866e70070	502	TIGRFAM	TIGR00054	TIGR00054: RIP metalloprotease RseP	147	502	4.8E-70	T	24-06-2023	IPR004387	Peptidase M50, putative membrane-associated zinc metallopeptidase
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	PANTHER	PTHR19328	HEDGEHOG-INTERACTING PROTEIN	37	471	2.8E-38	T	24-06-2023	-	-
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	ProSiteProfiles	PS51007	Cytochrome c family profile.	39	127	8.429711	T	24-06-2023	IPR009056	Cytochrome c-like domain
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	SUPERFAMILY	SSF46626	Cytochrome c	17	126	2.12E-14	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	Pfam	PF13442	Cytochrome C oxidase, cbb3-type, subunit III	51	123	2.2E-9	T	24-06-2023	IPR009056	Cytochrome c-like domain
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	SUPERFAMILY	SSF50952	Soluble quinoprotein glucose dehydrogenase	154	510	9.55E-28	T	24-06-2023	IPR011041	Soluble quinoprotein glucose/sorbosone dehydrogenase
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	Pfam	PF07995	Glucose / Sorbosone dehydrogenase	164	511	1.3E-94	T	24-06-2023	IPR012938	Glucose/Sorbosone dehydrogenase
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	Gene3D	G3DSA:1.10.760.10	-	24	129	5.6E-14	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
SMWK01000042.1_orf81071	3ac6cb91baa17b8cfdc59719d65b0382	524	Gene3D	G3DSA:2.120.10.30	-	150	519	1.9E-83	T	24-06-2023	IPR011042	Six-bladed beta-propeller, TolB-like
SMWK01000146.1_orf22929	0e11963ffa91598db9add9abc05208f9	285	PANTHER	PTHR30468	ALPHA-KETOGLUTARATE-DEPENDENT SULFONATE DIOXYGENASE	9	284	1.2E-78	T	24-06-2023	-	-
SMWK01000146.1_orf22929	0e11963ffa91598db9add9abc05208f9	285	Gene3D	G3DSA:3.60.130.10	-	2	285	1.0E-86	T	24-06-2023	IPR042098	Taurine dioxygenase TauD-like superfamily
SMWK01000146.1_orf22929	0e11963ffa91598db9add9abc05208f9	285	Pfam	PF02668	Taurine catabolism dioxygenase TauD, TfdA family	19	278	1.9E-62	T	24-06-2023	IPR003819	TauD/TfdA-like domain
SMWK01000146.1_orf22929	0e11963ffa91598db9add9abc05208f9	285	SUPERFAMILY	SSF51197	Clavaminate synthase-like	12	284	4.08E-82	T	24-06-2023	-	-
SMWK01000015.1_orf26394	62d1f8b919288d5eee4f04926a9fb354	312	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	137	308	1.4E-6	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000097.1_orf10019	e0570880e6dd850c75abb5063c18a050	256	PANTHER	PTHR43066	RHOMBOID-RELATED PROTEIN	16	237	2.3E-30	T	24-06-2023	-	-
SMWK01000097.1_orf10019	e0570880e6dd850c75abb5063c18a050	256	Gene3D	G3DSA:1.20.1540.10	-	11	241	3.0E-44	T	24-06-2023	IPR035952	Rhomboid-like superfamily
SMWK01000097.1_orf10019	e0570880e6dd850c75abb5063c18a050	256	SUPERFAMILY	SSF144091	Rhomboid-like	13	235	3.53E-40	T	24-06-2023	IPR035952	Rhomboid-like superfamily
SMWK01000097.1_orf10019	e0570880e6dd850c75abb5063c18a050	256	FunFam	G3DSA:1.20.1540.10:FF:000027	Rhomboid family intramembrane serine protease	14	242	1.5E-64	T	24-06-2023	-	-
SMWK01000097.1_orf10019	e0570880e6dd850c75abb5063c18a050	256	Pfam	PF01694	Rhomboid family	83	234	3.6E-38	T	24-06-2023	IPR022764	Peptidase S54, rhomboid domain
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	20	409	5.18E-46	T	24-06-2023	-	-
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	Pfam	PF13439	Glycosyltransferase Family 4	46	203	1.5E-12	T	24-06-2023	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	Pfam	PF00534	Glycosyl transferases group 1	226	380	1.1E-17	T	24-06-2023	IPR001296	Glycosyl transferase, family 1
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	19	209	2.1E-14	T	24-06-2023	-	-
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	CDD	cd03801	GT4_PimA-like	20	408	2.29227E-37	T	24-06-2023	-	-
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	210	388	3.0E-25	T	24-06-2023	-	-
SMWK01000220.1_orf45601	17c18d59424e44dc75265d9c003c7b8f	411	PANTHER	PTHR12526	GLYCOSYLTRANSFERASE	96	396	2.9E-22	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	Pfam	PF00317	Ribonucleotide reductase, all-alpha domain	331	402	8.5E-20	T	24-06-2023	IPR013509	Ribonucleotide reductase large subunit, N-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	ProSitePatterns	PS00089	Ribonucleotide reductase large subunit signature.	787	809	-	T	24-06-2023	IPR013346	Ribonucleotide reductase, class I, alpha subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	SUPERFAMILY	SSF51998	PFL-like glycyl radical enzymes	407	946	1.5E-182	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	MobiDBLite	mobidb-lite	consensus disorder prediction	166	188	-	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	Pfam	PF02867	Ribonucleotide reductase, barrel domain	408	944	1.1E-187	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	SUPERFAMILY	SSF48168	R1 subunit of ribonucleotide reductase, N-terminal domain	187	406	1.57E-58	T	24-06-2023	IPR008926	Ribonucleotide reductase R1 subunit, N-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	CDD	cd01679	RNR_I	356	945	0.0	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	Gene3D	G3DSA:3.20.70.20	-	296	953	6.9E-240	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PANTHER	PTHR11573	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE LARGE CHAIN	182	1017	2.3E-263	T	24-06-2023	IPR039718	Ribonucleoside-diphosphate reductase large subunit
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	FunFam	G3DSA:3.20.70.20:FF:000009	Ribonucleoside-diphosphate reductase	252	953	0.0	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	TIGRFAM	TIGR02506	NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit	334	945	4.2E-216	T	24-06-2023	IPR013346	Ribonucleotide reductase, class I, alpha subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	Pfam	PF03477	ATP cone domain	64	160	6.2E-17	T	24-06-2023	IPR005144	ATP-cone domain
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	Pfam	PF03477	ATP cone domain	181	265	1.1E-5	T	24-06-2023	IPR005144	ATP-cone domain
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	Coils	Coil	Coil	157	177	-	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	ProSiteProfiles	PS51161	ATP-cone domain profile.	63	163	18.830856	T	24-06-2023	IPR005144	ATP-cone domain
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	MobiDBLite	mobidb-lite	consensus disorder prediction	34	49	-	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PRINTS	PR01183	Ribonucleotide reductase large chain signature	798	825	7.5E-47	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PRINTS	PR01183	Ribonucleotide reductase large chain signature	618	629	7.5E-47	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PRINTS	PR01183	Ribonucleotide reductase large chain signature	693	715	7.5E-47	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PRINTS	PR01183	Ribonucleotide reductase large chain signature	483	502	7.5E-47	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PRINTS	PR01183	Ribonucleotide reductase large chain signature	655	678	7.5E-47	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	PRINTS	PR01183	Ribonucleotide reductase large chain signature	721	744	7.5E-47	T	24-06-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	MobiDBLite	mobidb-lite	consensus disorder prediction	34	54	-	T	24-06-2023	-	-
SMWK01000250.1_orf54365	e39ec6b957c4cb023059ece1868961f8	1017	ProSiteProfiles	PS51161	ATP-cone domain profile.	181	270	14.12064	T	24-06-2023	IPR005144	ATP-cone domain
SMWK01000304.1_orf73451	97f9debc40c15fb0c963d846671982bb	162	MobiDBLite	mobidb-lite	consensus disorder prediction	83	162	-	T	24-06-2023	-	-
SMWK01000304.1_orf73451	97f9debc40c15fb0c963d846671982bb	162	MobiDBLite	mobidb-lite	consensus disorder prediction	26	43	-	T	24-06-2023	-	-
SMWK01000304.1_orf73451	97f9debc40c15fb0c963d846671982bb	162	MobiDBLite	mobidb-lite	consensus disorder prediction	108	131	-	T	24-06-2023	-	-
SMWK01000304.1_orf73451	97f9debc40c15fb0c963d846671982bb	162	MobiDBLite	mobidb-lite	consensus disorder prediction	1	67	-	T	24-06-2023	-	-
SMWK01000247.1_orf52341	2de33a375f6fb2955f2b5579322a0251	347	Pfam	PF10972	Peptidoglycan-binding protein, CsiV	21	329	1.0E-30	T	24-06-2023	IPR021241	Peptidoglycan-binding protein, CsiV
SMWK01000247.1_orf52341	2de33a375f6fb2955f2b5579322a0251	347	MobiDBLite	mobidb-lite	consensus disorder prediction	128	148	-	T	24-06-2023	-	-
SMWK01000279.1_orf63701	b7906cd0cce304536b667e0e2614c4b8	356	Gene3D	G3DSA:2.60.120.620	q2cbj1_9rhob like domain	20	287	9.4E-40	T	24-06-2023	-	-
SMWK01000279.1_orf63701	b7906cd0cce304536b667e0e2614c4b8	356	SUPERFAMILY	SSF51197	Clavaminate synthase-like	37	256	1.28E-35	T	24-06-2023	-	-
SMWK01000279.1_orf63701	b7906cd0cce304536b667e0e2614c4b8	356	Pfam	PF05721	Phytanoyl-CoA dioxygenase (PhyH)	46	235	2.2E-16	T	24-06-2023	IPR008775	Phytanoyl-CoA dioxygenase-like
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	ProSiteProfiles	PS50980	Acetyl-coenzyme A (CoA) carboxyltransferase N-terminal domain profile.	12	272	19.821497	T	24-06-2023	IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	SUPERFAMILY	SSF52096	ClpP/crotonase	14	269	1.27E-47	T	24-06-2023	IPR029045	ClpP/crotonase-like domain superfamily
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	Gene3D	G3DSA:3.90.226.10	-	271	514	7.2E-68	T	24-06-2023	-	-
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	SUPERFAMILY	SSF52096	ClpP/crotonase	234	507	5.77E-63	T	24-06-2023	IPR029045	ClpP/crotonase-like domain superfamily
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	PANTHER	PTHR43842	PROPIONYL-COA CARBOXYLASE BETA CHAIN	13	507	2.2E-113	T	24-06-2023	-	-
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	Gene3D	G3DSA:3.90.226.10	-	12	270	3.3E-66	T	24-06-2023	-	-
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	ProSiteProfiles	PS50989	Acetyl-coenzyme A (CoA) carboxyltransferase C-terminal domain profile.	276	509	31.618042	T	24-06-2023	IPR011763	Acetyl-coenzyme A carboxyltransferase, C-terminal
SMWK01000082.1_orf5991	68a22b5e9708a329d5f72cc6ee6565cf	528	Pfam	PF01039	Carboxyl transferase domain	40	509	5.3E-90	T	24-06-2023	IPR034733	Acetyl-CoA carboxylase
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Pfam	PF13193	AMP-binding enzyme C-terminal domain	483	559	1.5E-16	T	24-06-2023	IPR025110	AMP-binding enzyme, C-terminal domain
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	PANTHER	PTHR43767	LONG-CHAIN-FATTY-ACID--COA LIGASE	53	567	7.5E-102	T	24-06-2023	-	-
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Pfam	PF00501	AMP-binding enzyme	56	474	6.9E-94	T	24-06-2023	IPR000873	AMP-dependent synthetase/ligase domain
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Coils	Coil	Coil	562	575	-	T	24-06-2023	-	-
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	54	569	1.15E-140	T	24-06-2023	-	-
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	ProSitePatterns	PS00455	Putative AMP-binding domain signature.	209	220	-	T	24-06-2023	IPR020845	AMP-binding, conserved site
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Gene3D	G3DSA:3.40.50.980	-	73	371	3.3E-79	T	24-06-2023	-	-
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Gene3D	G3DSA:3.30.300.30	-	474	573	5.5E-28	T	24-06-2023	IPR045851	AMP-binding enzyme, C-terminal domain superfamily
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Gene3D	G3DSA:3.40.50.980	-	76	225	3.3E-79	T	24-06-2023	-	-
SMWK01000074.1_orf4000	a3f3233cdd19aa67e99c7fff0f0c793a	575	Gene3D	G3DSA:2.30.38.10	Luciferase; Domain 3	372	473	6.9E-34	T	24-06-2023	-	-
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	ProSitePatterns	PS00301	Translational (tr)-type guanine nucleotide-binding (G) domain signature.	136	151	-	T	24-06-2023	IPR031157	Tr-type G domain, conserved site
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	Gene3D	G3DSA:3.40.50.300	-	62	295	1.1E-72	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	Hamap	MF_00065	Adenylyl-sulfate kinase [cysC].	517	689	38.380722	T	24-06-2023	IPR002891	Adenylyl-sulfate kinase
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	PRINTS	PR00315	GTP-binding elongation factor signature	143	151	3.1E-11	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	PRINTS	PR00315	GTP-binding elongation factor signature	216	225	3.1E-11	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	PRINTS	PR00315	GTP-binding elongation factor signature	163	173	3.1E-11	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	PRINTS	PR00315	GTP-binding elongation factor signature	82	95	3.1E-11	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	PRINTS	PR00315	GTP-binding elongation factor signature	179	190	3.1E-11	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	Gene3D	G3DSA:2.40.30.10	Translation factors	297	384	3.7E-27	T	24-06-2023	-	-
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	515	688	2.95E-38	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	CDD	cd04095	CysN_NoDQ_III	387	488	9.8597E-47	T	24-06-2023	IPR044139	Sulfate adenylyltransferase subunit CysN, Domain III
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	FunFam	G3DSA:3.40.50.300:FF:000212	Adenylyl-sulfate kinase	495	692	6.6E-86	T	24-06-2023	-	-
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	FunFam	G3DSA:3.40.50.300:FF:000119	Sulfate adenylyltransferase subunit 1	63	295	5.4E-112	T	24-06-2023	-	-
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	Pfam	PF01583	Adenylylsulphate kinase	518	673	9.8E-72	T	24-06-2023	-	-
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	PANTHER	PTHR23115	TRANSLATION FACTOR	77	486	3.2E-91	T	24-06-2023	-	-
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	TIGRFAM	TIGR02034	CysN: sulfate adenylyltransferase, large subunit	81	488	5.3E-195	T	24-06-2023	IPR011779	Sulphate adenylyltransferase, large subunit
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	ProSiteProfiles	PS51722	Translational (tr)-type guanine nucleotide-binding (G) domain profile.	78	296	44.445274	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
SMWK01000023.1_orf67256	881092229ef38749c274daefe47c637d	694	Pfam	PF00009	Elongation factor Tu GTP binding domain	80	287	3.1E-39	T	24-06-2023	IPR000795	Translational (tr)-type GTP-binding domain
