L1	L2	L3	L4	ID	Function	EC
General function prediction only				COG4262	Predicted spermidine synthase with an N-terminal membrane domain	
Inorganic ion transport and metabolism		NosZ	1FWX	COG4263	Nitrous oxide reductase	
Inorganic ion transport and metabolism		IucA	2W02	COG4264	Siderophore synthetase component IucA/IucC/SbnC	
Nucleotide transport and metabolism		Alc	1O59	COG4266	Allantoicase	
Function unknown				COG4267	Uncharacterized membrane protein	
Defense mechanisms		McrC		COG4268	5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC	
Function unknown		YjgN		COG4269	Uncharacterized membrane protein YjgN, DUF898 family	
Function unknown				COG4270	Uncharacterized membrane protein	
General function prediction only				COG4271	Predicted nucleotide-binding protein containing TIR -like domain	
Function unknown				COG4272	Uncharacterized membrane protein	
Function unknown				COG4273	Uncharacterized conserved protein, contains metal-binding DGC domain	
Function unknown				COG4274	Uncharacterized conserved protein, contains GYD domain	
Inorganic ion transport and metabolism		ChrB1		COG4275	Chromate resistance protein ChrB1	
General function prediction only		SRPBCC		COG4276	Ligand-binding SRPBCC domain	
General function prediction only				COG4277	Predicted DNA modification or repair protein, contains radical SAM and helix-hairpin-helix domains	
Function unknown				COG4278	Uncharacterized conserved protein	
Function unknown				COG4279	Uncharacterized protein, contains SWIM-type Zn finger domain	
Function unknown				COG4280	Uncharacterized membrane protein	
Lipid transport and metabolism		ACB	1ACA	COG4281	Acyl-CoA-binding protein	
Cell wall/membrane/envelope biogenesis		SMI1	5J1B	COG4282	Cell wall assembly regulator SMI1 (Killer toxin-resistance protein 4)	
General function prediction only		DfsB	5COG	COG4283	Uncharacterized conserved protein DfsB/IRC4, DUF1706 (PF08020) domain	
Carbohydrate transport and metabolism		QRI1	1JV1	COG4284	UDP-N-acetylglucosamine pyrophosphorylase	
General function prediction only				COG4285	Uncharacterized conserved protein, conains N-terminal glutamine amidotransferase (GATase1)-like domain	
Function unknown				COG4286	Uncharacterized conserved protein, UPF0160 family	
General function prediction only		PqaA		COG4287	PhoPQ-activated pathogenicity-related protein	
Function unknown			1NC7	COG4288	Uncharacterized conserved protein	
Function unknown				COG4289	Uncharacterized conserved protein, DUF2264 domain	
Nucleotide transport and metabolism			1A2P	COG4290	Guanyl-specific ribonuclease Sa	
Function unknown				COG4291	Uncharacterized membrane protein	
Function unknown		LtrA		COG4292	Low temperature requirement protein LtrA (function unknown)	
Function unknown				COG4293	Uncharacterized conserved protein, DUF1802 family	
Replication, recombination and repair		Uve	2J6V	COG4294	UV DNA damage repair endonuclease	
General function prediction only			5ZDA	COG4295	Predicted RNA repair component, a phosphatase of H2Macro superfamily, DUF2263 family	
Function unknown				COG4296	Uncharacterized conserved protein, DUF2262 domain	
Function unknown		YjlB		COG4297	Uncharacterized conserved protein YjlB, cupin superfamily	
Function unknown		YiaAB		COG4298	Uncharacterized conserved protein, YiaAB domain	
General function prediction only				COG4299	Predicted acyltransferase, DUF1624 domain	
Inorganic ion transport and metabolism		CadD		COG4300	Cadmium resistance protein CadD, predicted permease	
General function prediction only			4PIM	COG4301	Uncharacterized protein, contains predicted SAM-dependent methyltransferase domain	
Amino acid transport and metabolism		EutC	5YSN	COG4302	Ethanolamine ammonia-lyase, small subunit	
Amino acid transport and metabolism		EutB	3ABO	COG4303	Ethanolamine ammonia-lyase, large subunit	
Function unknown				COG4304	Uncharacterized conserved protein, DUF2247 domain	
Cell wall/membrane/envelope biogenesis		YoaJ		COG4305	Peptidoglycan-binding domain, expansin YoaJ	
Function unknown				COG4306	Uncharacterized conserved protein, DUF2321 domain	
Function unknown				COG4307	Uncharacterized conserved protein, DUF2248 family	
Secondary metabolites biosynthesis, transport and catabolism		LimA	1NU3	COG4308	Limonene-1,2-epoxide hydrolase LimA/EphG	
General function prediction only				COG4309	SirA-like two-layered alpha/beta sandwich domain, DUF2249 family	
General function prediction only			3K9T	COG4310	Uncharacterized conserved protein, cotains an aminopeptidase-like domain	
Amino acid transport and metabolism		SoxD	2GAH	COG4311	Sarcosine oxidase delta subunit	
General function prediction only				COG4312	Predicted dithiol-disulfide oxidoreductase, DUF899 family	
Cell wall/membrane/envelope biogenesis		SphA	4RL8	COG4313	Sphingosine uptake channel SphA-related outer membrane channel	
Inorganic ion transport and metabolism		NosL	2HPU	COG4314	Nitrous oxide reductase accessory protein NosL	
Function unknown				COG4315	Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)	
Function unknown				COG4316	Uncharacterized conserved protein, DUF2251 domain	
Nucleotide transport and metabolism		XapX		COG4317	Xanthosine utilization system component, XapX domain	
Function unknown			2HWJ	COG4318	Uncharacterized conserved protein	
General function prediction only		YybH	2GXF	COG4319	Ketosteroid isomerase homolog YybH	
Function unknown				COG4320	Uncharacterized conserved protein, DUF2252 family	
General function prediction only			3KK4	COG4321	Predicted DNA-binding protein, contains ribbon-helix-helix (RHH) domain	
Function unknown				COG4322	Uncharacterized protein, contains DUF2272 domain	
Function unknown				COG4323	Uncharacterized conserved protein, DUF962 domain	
General function prediction only				COG4324	Predicted aminopeptidase	
Function unknown				COG4325	Uncharacterized membrane protein	
Cell cycle control, cell division, chromosome partitioning		Spo0M	5CL2	COG4326	Stage 0 sporulation-control protein Spo0M	
Function unknown				COG4327	Uncharacterized membrane protein, DUF4212 domain	
General function prediction only				COG4328	Predicted nuclease (RNAse H fold)	
Function unknown				COG4329	Uncharacterized membrane protein, DUF2243 domain	
Function unknown				COG4330	Uncharacterized membrane protein, DUF1361 domain	
Function unknown				COG4331	Uncharacterized membrane protein, DUF2127 domain	
Function unknown				COG4332	Uncharacterized conserved protein, DUF1062 domain	
Function unknown				COG4333	Uncharacterized conserved protein, DUF1643 domain	
Function unknown				COG4334	Uncharacterized conserved protein, DUF2255 domain	
Replication, recombination and repair		AlkC		COG4335	3-methylpurine DNA glycosylase AlkC	
Function unknown		YcsI	2PIF	COG4336	Uncharacterized conserved protein YcsI, UPF0317/DUF1446 family	
Function unknown				COG4337	Uncharacterized conserved protein	
Function unknown				COG4338	Uncharacterized conserved protein, DUF2256 family	
General function prediction only				COG4339	Predicted metal-dependent phosphohydrolase, HD superfamily	
General function prediction only			3PL0	COG4340	Predicted dioxygenase, 2-oxoglutarate and Fe-dependent (2OG-Fe) dioxygenase superfamily	
General function prediction only			4MLN	COG4341	Predicted HD phosphohydrolase	
Mobilome: prophages, transposons			3UXU	COG4342	Phage integrase/recombinase	
Defense mechanisms	CRISPR-Cas system	Cas4		COG4343	CRISPR/Cas system-associated exonuclease Cas4, RecB family	
Transcription				COG4344	Predicted transciptional regulator, contains HTH domain	
General function prediction only		PF1044	4PSL	COG4345	Predicted DNA binding protein, Pae2254/DUF2258 family	
Posttranslational modification, protein turnover, chaperones				COG4346	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase	
Function unknown		YpjA		COG4347	Uncharacterized membrane protein YpjA	
Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins	RPL13		COG4352	Ribosomal protein L13E	
General function prediction only			2ARH	COG4353	Acetyltransferase superfamily protein, DUF1122 family	
Function unknown			5BVU	COG4354	Uncharacterized conserved protein, contains GBA2_N and DUF608 domains	
Function unknown				COG4357	Uncharacterized conserved protein, contains Zn-finger domain of CHY type	
Amino acid transport and metabolism		MtnX	2FEA	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)	
Nucleotide transport and metabolism		APA2	4I5T	COG4360	ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)	
Inorganic ion transport and metabolism			4D3V	COG4362	Nitric oxide synthase, oxygenase domain	
Secondary metabolites biosynthesis, transport and catabolism		BshC	4WBD	COG4365	Putative cysteine ligase BshC/YllA (bacillithiol biosynthesis)	
Function unknown				COG4367	Uncharacterized conserved protein, DUF2316 domain	
Function unknown				COG4370	Uncharacterized conserved protein	
Function unknown				COG4371	Uncharacterized membrane protein	
Function unknown				COG4372	Uncharacterized protein, contains DUF3084 domain	
Mobilome: prophages, transposons				COG4373	Mu-like prophage FluMu protein gp28	
Defense mechanisms				COG4374	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	
General function prediction only		YhfC		COG4377	Predicted metal-dependent membrane protease YhfC, DUF2324 family	
Function unknown				COG4378	Uncharacterized conserved protein, DUF2325 domain	
Mobilome: prophages, transposons			3D37	COG4379	Mu-like prophage tail protein gpP	
Function unknown			4HRV	COG4380	Uncharacterized conserved protein, DUF799 domain	
Mobilome: prophages, transposons		gp46		COG4381	Mu-like prophage protein gp46	
Mobilome: prophages, transposons		gp16		COG4382	Mu-like prophage protein gp16	
Mobilome: prophages, transposons		gp29		COG4383	Mu-like prophage protein gp29	
Mobilome: prophages, transposons		gp45	3VTN	COG4384	Mu-like prophage protein gp45	
Mobilome: prophages, transposons		gpI		COG4385	Bacteriophage P2-related tail formation protein	
Mobilome: prophages, transposons		gpL		COG4386	Mu-like prophage tail sheath protein gpL	
Mobilome: prophages, transposons		gp36		COG4387	Mu-like prophage protein gp36	
Mobilome: prophages, transposons				COG4388	Mu-like prophage I protein	
Replication, recombination and repair				COG4389	Site-specific recombinase	
Function unknown				COG4390	Uncharacterized conserved protein, DUF2322 domain	
Function unknown			2JRR	COG4391	Uncharacterized protein, contains Zn-finger domain	
Amino acid transport and metabolism		AzlD2		COG4392	Branched-chain amino acid transport protein	
Function unknown				COG4393	Uncharacterized membrane protein	
Translation, ribosomal structure and biogenesis		EarP	5NV8	COG4394	Elongation factor P Arg32-rhamnosyltransferase EarP	
Lipid transport and metabolism		Tim44	2CW9	COG4395	Predicted lipid-binding transport protein, Tim44 family	
Mobilome: prophages, transposons		Gam		COG4396	Mu-like prophage host-nuclease inhibitor protein Gam	
Mobilome: prophages, transposons		gpT		COG4397	Mu-like prophage major head subunit gpT	
Signal transduction mechanisms		FIST		COG4398	Small ligand-binding sensory domain FIST	
Function unknown		YheB		COG4399	Uncharacterized membrane protein YheB, UPF0754 family	
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	AroH	1COM	COG4401	Chorismate mutase AroH	
Function unknown				COG4402	Uncharacterized conserved protein, DUF2330 domain	
Defense mechanisms		LcnDR2	5DZT	COG4403	Lantibiotic modifying enzyme	
General function prediction only		YhfF		COG4405	Predicted RNA-binding protein YhfF, contains PUA-like ASCH domain	
Function unknown			6C4L	COG4408	Uncharacterized conserved protein	
Carbohydrate transport and metabolismCell wall/membrane/envelope biogenesis		NanH	1EUT	COG4409	Neuraminidase (sialidase) NanH, contains C-terminal autotransporter domain	
Posttranslational modification, protein turnover, chaperones				COG4412	Bacillopeptidase F, M6 metalloprotease family	
Amino acid transport and metabolism		Utp		COG4413	Urea transporter	
Mobilome: prophages, transposons		Com		COG4416	Mu-like prophage FluMu protein Com	
Function unknown				COG4420	Uncharacterized membrane protein	
Cell wall/membrane/envelope biogenesis				COG4421	Capsular polysaccharide biosynthesis protein	
Mobilome: prophages, transposons				COG4422	Bacteriophage protein gp37	
Function unknown			4XGR	COG4423	Uncharacterized conserved protein	
Cell wall/membrane/envelope biogenesis		LpsS	1TEX	COG4424	LPS sulfotransferase NodH	
Function unknown				COG4425	Uncharacterized membrane protein	
Function unknown				COG4427	Uncharacterized conserved protein, DUF2332 domain	
Function unknown		YdeI		COG4430	Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family	
Function unknown			2L3A	COG4443	Uncharacterized conserved protein	
Translation, ribosomal structure and biogenesis	tRNA modification	MiaE	2ITB	COG4445	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)	
Function unknown				COG4446	Uncharacterized conserved protein, DUF1499 family	
General function prediction only			2XBG	COG4447	Uncharacterized conserved protein related to plant photosystem II stability/assembly factor	
